Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,12112025,1893521822,0003023
Trade Date <12-NOV-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ISFL28,N4,162,162,100.00
20,2,1003SCL30A,NV,137,137,100.00
20,3,1015ECL29,NR,259,259,100.00
20,4,1015UCL26,N1,31,31,100.00
20,5,1015UCL27,NF,20,20,100.00
20,6,1018GS2026,GS,1423,763,53.62
20,7,1025SCL35A,N1,36,36,100.00
20,8,1025UCL26A,N1,71,36,50.70
20,9,1035UCL26,NA,1,1,100.00
20,10,1039UCL26,NE,109,109,100.00
20,11,1040NFL26,NA,5,5,100.00
20,12,1040UCL27B,N1,1,1,100.00
20,13,1050NFL26,N7,5,5,100.00
20,14,1050UCL28,NH,167,167,100.00
20,15,105IIFL29,N7,127,126,99.21
20,16,105UCL2026,NB,4,4,100.00
20,17,1065NFL27,NC,20,20,100.00
20,18,1075SCL34T,N1,20,10,50.00
20,19,10IFSL26,N7,29,29,100.00
20,20,10IIFL28,N4,37,37,100.00
20,21,10IIFL28A,NE,314,310,98.73
20,22,10IIFL29,N6,6,5,83.33
20,23,10ISFL26,N3,126,126,100.00
20,24,10NIDO26,N6,359,359,100.00
20,25,118VCCL27B,N0,5,5,100.00
20,26,12AFIL28,N0,50,50,100.00
20,27,182D080526,TB,10000,10000,100.00
20,28,182D201125,TB,700,700,100.00
20,29,182D251225,TB,1000,500,50.00
20,30,20MICRONS,EQ,78618,46577,59.24
20,31,21STCENMGM,EQ,8420,6918,82.16
20,32,360ONE,EQ,341552,170993,50.06
20,33,364D061126,TB,100,100,100.00
20,34,364D231026,TB,10000,5000,50.00
20,35,3IINFOLTD,EQ,811560,531519,65.49
20,36,3MINDIA,EQ,7814,4157,53.20
20,37,3PLAND,EQ,2697,2043,75.75
20,38,574GS2026,GS,1,1,100.00
20,39,591GS2028,GS,100,100,100.00
20,40,5PAISA,EQ,60127,33027,54.93
20,41,610GS2031,GS,3500,2500,71.43
20,42,628GS2032,GS,1801,1801,100.00
20,43,633GS2035,GS,402,402,100.00
20,44,63MOONS,EQ,368193,118772,32.26
20,45,648GS2035,GS,10156,859,8.46
20,46,654GS2032,GS,200,200,100.00
20,47,667GS2035,GS,100,100,100.00
20,48,669GJ34,SG,100,100,100.00
20,49,676GS2061,GS,1043,843,80.82
20,50,679GS2034A,GS,1195,1185,99.16
20,51,689GA31,SG,100,100,100.00
20,52,68GS2060,GS,2813,2813,100.00
20,53,690GS2065,GS,26609,26609,100.00
20,54,692GS2039,GS,11,11,100.00
20,55,695GS2061,GS,20757,20757,100.00
20,56,697GR2034,GS,50,50,100.00
20,57,698GR2054,GS,1613,1613,100.00
20,58,699GS2026,GS,331,331,100.00
20,59,699PY29,SG,100,100,100.00
20,60,702GS2027,GS,1901,1901,100.00
20,61,702GS2031,GS,100,100,100.00
20,62,704GS2029,GS,100,100,100.00
20,63,706GS2028,GS,12925,12925,100.00
20,64,709GS2054,GS,42391,42391,100.00
20,65,709GS2074,GS,50287,31182,62.01
20,66,710GS2029,GS,22801,18001,78.95
20,67,712MZ34,SG,100,100,100.00
20,68,714AP37,SG,700,700,100.00
20,69,716GS2050,GS,75,75,100.00
20,70,717GS2030,GS,20884,20416,97.76
20,71,718GS2033,GS,68100,68100,100.00
20,72,718GS2037,GS,76964,76964,100.00
20,73,719GS2060,GS,100,100,100.00
20,74,71GS2034,GS,1002144,1002042,99.99
20,75,71MH36,SG,5000,5000,100.00
